uniprot_id,qseqid,sseqid,pident,length,similarity_score,method
P55795,sp|P55795|HNRH2_HUMAN,1WG5_A,100.0,57,57.0,MODELLER
P55884,sp|P55884|EIF3B_HUMAN,5A5U_B,95.159,88,83.73992,MODELLER
P57052,sp|P57052|RBM11_HUMAN,2YWK_A,100.0,29,29.0,I-TASSER
P62995,sp|P62995|TRA2B_HUMAN,2KXN_B,100.0,33,33.0,I-TASSER
P78332,sp|P78332|RBM6_HUMAN,2XTX_A,34.211,14,4.78954,I-TASSER
P98179,sp|P98179|RBM3_HUMAN,5TBX_A,73.256,55,40.2908,MODELLER
Q01081,sp|Q01081|U2AF1_HUMAN,4YH8_A,59.162,80,47.3296,MODELLER
Q01085,sp|Q01085|TIAR_HUMAN,2MJN_A,89.071,75,66.80325,MODELLER
Q02040,sp|Q02040|AK17A_HUMAN,2FMX_A,35.556,6,6.75564,I-TASSER
Q07955,sp|Q07955|SRSF1_HUMAN,4C0O_C,97.6,50,48.8,MODELLER
Q08170,sp|Q08170|SRSF4_HUMAN,1H2T_Z,29.67,39,11.5713,I-TASSER
Q12849,sp|Q12849|GRSF1_HUMAN,2LMI_A,100.0,59,59.0,MODELLER
Q12926,sp|Q12926|ELAV2_HUMAN,1FNX_H,91.908,81,74.44548,MODELLER
Q13151,sp|Q13151|ROA0_HUMAN,5MPG_A,68.539,58,39.75262,MODELLER
Q13242,sp|Q13242|SRSF9_HUMAN,1WG4_A,97.647,38,37.10586,MODELLER
Q13243,sp|Q13243|SRSF5_HUMAN,5Z58_4,27.0,75,20.25,I-TASSER
Q13247,sp|Q13247|SRSF6_HUMAN,5MMJ_VV,30.986,53,16.42258,I-TASSER
Q13283,sp|Q13283|G3BP1_HUMAN,3Q90_A,100.0,30,30.0,I-TASSER
Q13310,sp|Q13310|PABP4_HUMAN,1CVJ_A,94.211,59,55.58449,MODELLER
Q13595,sp|Q13595|TRA2A_HUMAN,2KXN_B,81.053,34,27.55802,I-TASSER
Q14151,sp|Q14151|SAFB2_HUMAN,5YFP_A,35.644,11,3.92084,I-TASSER
Q14498,sp|Q14498|RBM39_HUMAN,2JRS_A,97.98,32,31.3536,I-TASSER
Q14966,sp|Q14966|ZN638_HUMAN,1X4F_A,33.333,11,3.66663,I-TASSER
Q15020,sp|Q15020|SART3_HUMAN,5CTQ_A,100.0,54,54.0,MODELLER
Q15233,sp|Q15233|NONO_HUMAN,5IFM_A,100.0,55,55.0,MODELLER
Q15415,sp|Q15415|RBY1F_HUMAN,2FY1_A,99.083,22,21.79826,I-TASSER
Q15424,sp|Q15424|SAFB1_HUMAN,6OR5_A,23.552,39,9.18528,I-TASSER
Q15434,sp|Q15434|RBMS2_HUMAN,1X5O_A,89.423,40,35.7692,MODELLER
Q15717,sp|Q15717|ELAV1_HUMAN,5SZW_A,100.0,78,78.0,MODELLER
Q16560,sp|Q16560|U1SBP_HUMAN,3CW1_K,50.0,37,18.5,I-TASSER
Q16630,sp|Q16630|CPSF6_HUMAN,3Q2S_C,99.552,40,39.8208,MODELLER
Q2M296,sp|Q2M296|MTHSD_HUMAN,2E5J_A,98.81,22,21.7382,I-TASSER
Q32P51,sp|Q32P51|RA1L2_HUMAN,4YOE_A,97.449,61,59.44389,MODELLER
Q4G0J3,sp|Q4G0J3|LARP7_HUMAN,4WKR_A,100.0,36,36.0,MODELLER
Q4VXU2,sp|Q4VXU2|PAP1L_HUMAN,1CVJ_A,84.737,62,52.53694,MODELLER
Q53F19,sp|Q53F19|NCBP3_HUMAN,3CTR_A,29.73,6,3.8649,I-TASSER
Q5RL73,sp|Q5RL73|RBM48_HUMAN,4JJF_A,46.429,8,4.17861,I-TASSER
Q5SZQ8,sp|Q5SZQ8|CELF3_HUMAN,2DNO_A,97.849,51,49.90299,MODELLER
Q5T481,sp|Q5T481|RBM20_HUMAN,2N3O_A,50.617,7,3.54319,I-TASSER
Q5T8P6,sp|Q5T8P6|RBM26_HUMAN,5VH9_A,33.824,7,2.36768,I-TASSER
Q5VZ19,sp|Q5VZ19|TDR10_HUMAN,6R5K_D,27.957,42,11.74194,I-TASSER
Q6ZRY4,sp|Q6ZRY4|RBPS2_HUMAN,2M9K_A,98.913,44,43.52172,MODELLER
Q6ZSC3,sp|Q6ZSC3|RBM43_HUMAN,2DU9_A,25.472,30,7.6416,I-TASSER
Q71RC2,sp|Q71RC2|LARP4_HUMAN,6I9B_A,100.0,24,24.0,I-TASSER
Q76FK4,sp|Q76FK4|NOL8_HUMAN,6R5K_D,34.146,10,3.4146,I-TASSER
Q7Z5Q1,sp|Q7Z5Q1|CPEB2_HUMAN,2MKI_A,97.044,34,32.99496,I-TASSER
Q86SE5,sp|Q86SE5|RALYL_HUMAN,1WF1_A,81.443,33,26.87619,I-TASSER
Q86U06,sp|Q86U06|RBM23_HUMAN,2CQ4_A,99.02,36,35.6472,MODELLER
Q86U42,sp|Q86U42|PABP2_HUMAN,3B4D_A,100.0,29,29.0,I-TASSER
Q86YN6,sp|Q86YN6|PRGC2_HUMAN,6D0Y_B,96.667,3,2.90001,I-TASSER
Q8IUH3,sp|Q8IUH3|RBM45_HUMAN,2DNK_A,37.931,64,24.27584,I-TASSER
Q8IYX4,sp|Q8IYX4|DND1_HUMAN,6ES4_A,43.119,31,13.36689,I-TASSER
Q8IZ69,sp|Q8IZ69|TRM2A_HUMAN,5XJ1_A,32.143,49,15.75007,I-TASSER
Q8N6W0,sp|Q8N6W0|CELF5_HUMAN,2DNH_A,100.0,49,49.0,MODELLER
Q8N7X1,sp|Q8N7X1|RMXL3_HUMAN,2MB0_B,77.419,9,6.96771,I-TASSER
Q8NDV7,sp|Q8NDV7|TNR6A_HUMAN,2WBR_A,58.621,4,2.34484,I-TASSER
Q8NE35,sp|Q8NE35|CPEB3_HUMAN,2MKI_A,97.512,29,28.27848,I-TASSER
Q8TAS1,sp|Q8TAS1|UHMK1_HUMAN,5MHQ_A,29.08,75,21.81,I-TASSER
Q8TBF4,sp|Q8TBF4|ZCRB1_HUMAN,2E5H_A,100.0,40,40.0,MODELLER
Q8TBY0,sp|Q8TBY0|RBM46_HUMAN,2DIS_A,75.758,30,22.7274,I-TASSER
Q8WUA2,sp|Q8WUA2|PPIL4_HUMAN,5MQF_OO,36.424,46,16.75504,I-TASSER
Q8WVV9,sp|Q8WVV9|HNRLL_HUMAN,3TO8_A,61.65,38,23.427,I-TASSER
Q8WXA9,sp|Q8WXA9|SREK1_HUMAN,2WN4_A,28.472,28,7.97216,I-TASSER
Q8WXF0,sp|Q8WXF0|SRS12_HUMAN,5UZ5_F,30.882,56,17.29392,I-TASSER
Q92615,sp|Q92615|LAR4B_HUMAN,6I9B_A,71.186,24,17.08464,I-TASSER
Q92879,sp|Q92879|CELF1_HUMAN,2DHS_A,100.0,53,53.0,MODELLER
Q93062,sp|Q93062|RBPMS_HUMAN,5DET_A,100.0,50,50.0,MODELLER
Q96BT7,sp|Q96BT7|ALKB8_HUMAN,3THT_A,100.0,50,50.0,MODELLER
Q96DU9,sp|Q96DU9|PABP5_HUMAN,4F02_A,67.368,99,66.69432,MODELLER
Q96E39,sp|Q96E39|RMXL1_HUMAN,2MB0_B,95.789,24,22.98936,I-TASSER
Q96EP5,sp|Q96EP5|DAZP1_HUMAN,2DH8_A,98.925,42,41.5485,MODELLER
Q96H35,sp|Q96H35|RBM18_HUMAN,5IFM_A,33.333,54,17.99982,I-TASSER
Q96I25,sp|Q96I25|SPF45_HUMAN,5LSO_A,100.0,25,25.0,I-TASSER
Q96IZ5,sp|Q96IZ5|RBM41_HUMAN,2CPX_A,97.143,25,24.28575,I-TASSER
Q96J87,sp|Q96J87|CELF6_HUMAN,2DGQ_A,100.0,51,51.0,MODELLER
Q96LT9,sp|Q96LT9|RNPC3_HUMAN,3EGN_A,100.0,37,37.0,MODELLER
Q96PK6,sp|Q96PK6|RBM14_HUMAN,2DNP_A,98.75,22,21.725,I-TASSER
Q96T37,sp|Q96T37|RBM15_HUMAN,1WHY_A,83.529,15,12.52935,I-TASSER
Q96T58,sp|Q96T58|MINT_HUMAN,4P6Q_A,100.0,8,8.0,I-TASSER
Q99729,sp|Q99729|ROAA_HUMAN,3S7R_A,97.674,49,47.86026,MODELLER
Q9BQ04,sp|Q9BQ04|RBM4B_HUMAN,2DGT_A,98.765,43,42.46895,MODELLER
Q9BRS8,sp|Q9BRS8|LARP6_HUMAN,2MTG_A,100.0,24,24.0,I-TASSER
Q9BTD8,sp|Q9BTD8|RBM42_HUMAN,1CVJ_A,32.099,25,8.02475,I-TASSER
Q9BWF3,sp|Q9BWF3|RBM4_HUMAN,2DNQ_A,97.436,43,41.89748,MODELLER
Q9BY77,sp|Q9BY77|PDIP3_HUMAN,2F3J_A,39.474,17,6.71058,I-TASSER
Q9BYG3,sp|Q9BYG3|MK67I_HUMAN,6EM3_OO,35.185,54,18.9999,I-TASSER
Q9BZC1,sp|Q9BZC1|CELF4_HUMAN,2DNH_A,87.059,45,39.17655,MODELLER
Q9GZT3,sp|Q9GZT3|SLIRP_HUMAN,2FC8_A,37.647,77,28.98819,I-TASSER
Q9GZY0,sp|Q9GZY0|NXF2_HUMAN,6E5U_A,64.343,80,51.4744,MODELLER
Q9H0L4,sp|Q9H0L4|CSTFT_HUMAN,1P1T_A,95.146,17,16.17482,I-TASSER
Q9H0Z9,sp|Q9H0Z9|RBM38_HUMAN,2CQD_A,99.038,44,43.57672,MODELLER
Q9H1B4,sp|Q9H1B4|NXF5_HUMAN,4WYK_A,54.688,87,47.57856,MODELLER
Q9H361,sp|Q9H361|PABP3_HUMAN,4F25_A,90.291,61,55.07751,MODELLER
Q9H6T0,sp|Q9H6T0|ESRP2_HUMAN,2RVJ_A,75.49,38,28.6862,I-TASSER
Q9HCJ3,sp|Q9HCJ3|RAVR2_HUMAN,3SMZ_A,59.176,39,23.07864,I-TASSER
Q9NQ94,sp|Q9NQ94|A1CF_HUMAN,6ES4_A,53.39,37,19.7543,I-TASSER
Q9NTZ6,sp|Q9NTZ6|RBM12_HUMAN,1WEL_A,99.107,47,46.58029,MODELLER
Q9NVM6,sp|Q9NVM6|DJC17_HUMAN,2D9O_A,97.753,29,28.34837,I-TASSER
Q9NW13,sp|Q9NW13|RBM28_HUMAN,6R5K_D,35.366,74,26.17084,I-TASSER
Q9NW64,sp|Q9NW64|RBM22_HUMAN,3JB9_AA,32.203,70,22.5421,I-TASSER
Q9NWH9,sp|Q9NWH9|SLTM_HUMAN,5EN1_A,30.0,14,4.2,I-TASSER
Q9NX07,sp|Q9NX07|TSAP1_HUMAN,2DHG_A,93.878,60,56.3268,MODELLER
Q9NZI8,sp|Q9NZI8|IF2B1_HUMAN,2N8L_A,93.617,64,59.91488,MODELLER
Q9P2N5,sp|Q9P2N5|RBM27_HUMAN,4TXA_A,27.778,8,2.22224,I-TASSER
Q9UBK2,sp|Q9UBK2|PRGC1_HUMAN,1HA1_A,32.039,14,4.48546,I-TASSER
Q9UBU9,sp|Q9UBU9|NXF1_HUMAN,6E5U_A,100.0,81,81.0,MODELLER
Q9UHX1,sp|Q9UHX1|PUF60_HUMAN,2KXF_A,100.0,40,40.0,MODELLER
Q9UKA9,sp|Q9UKA9|PTBP2_HUMAN,2ADC_A,79.808,77,61.45216,MODELLER
Q9ULW3,sp|Q9ULW3|ABT1_HUMAN,2YC2_C,34.848,24,8.36352,I-TASSER
Q9UN86,sp|Q9UN86|G3BP2_HUMAN,5DRV_A,100.0,29,29.0,I-TASSER
Q9UNP9,sp|Q9UNP9|PPIE_HUMAN,2R99_A,99.422,57,56.67054,MODELLER
Q9UPN6,sp|Q9UPN6|SCAF8_HUMAN,2DIW_A,98.571,11,10.84281,I-TASSER
Q9UPQ9,sp|Q9UPQ9|TNR6B_HUMAN,2WBR_A,60.494,4,2.41976,I-TASSER
Q9UPS6,sp|Q9UPS6|SET1B_HUMAN,6BX3_E,41.091,13,5.34183,I-TASSER
Q9Y388,sp|Q9Y388|RBMX2_HUMAN,5LQW_J,46.897,42,19.69674,I-TASSER
Q9Y3A4,sp|Q9Y3A4|RRP7A_HUMAN,4M5D_B,28.8,41,11.808,I-TASSER
Q9Y3B4,sp|Q9Y3B4|SF3B6_HUMAN,3LQV_A,98.261,92,90.40012,MODELLER
Q9Y4C8,sp|Q9Y4C8|RBM19_HUMAN,2CPH_A,91.579,39,35.71581,MODELLER
Q9Y4F3,sp|Q9Y4F3|MARF1_HUMAN,6FDL_A,98.658,9,8.87922,I-TASSER
Q9Y6M1,sp|Q9Y6M1|IF2B2_HUMAN,6QEY_A,73.295,54,39.5793,MODELLER
